"total_kills_headshot"
2230
2350
5731
17320
20366
7629
8533
10347
5729
4955
3756
88244
4147
10422
8593
27244
6150
2538
18052
4793
15061
5334
13028
11327
20427
4723
5874
3250
2975
20310
7088
7947
1211
3261
6048
14691
14318
9357
5164
28598
25979
18959
9880
5926
7507
16610
18785
4388
11651
30673
1794
4058
5597
10360
2505
12096
6475
3024
3492
9291
7227
5534
3860
17118
7110
9220
15101
11423
2452
12428
4802
2869
17270
11616
23922
5786
2759
5338
7312
7214
9015
1487
7952
2977
12399
11710
13763
14179
5585
3761
7158
6367
5043
33756
7631
6162
8993
10403
9662
8884
16675
6325
14070
2188
12916
847
10719
19366
4687
18175
975
13383
5286
7815
27384
6839
1912
15429
4289
21119
1877
15681
6657
22439
30547
7024
11951
8950
1657
28872
6646
22056
20286
7885
13735
15429
12018
7421
14163
13757
14690
11993
23108
33867
8935
20176
5479
11280
4555
19073
1516
19333
4138
4636
1680
477
11589
3585
9854
3475
4561
10214
5082
6141
11226
3911
37114
12270
6256
23671
12385
3877
8753
1215
12193
1776
4240
8487
2650
22721
11744
8141
10858
13096
21004
8147
9538
15053
2699
6685
28329
11056
5476
6617
6804
8299
16568
6545
43189
4640
6124
47156
6509
2451
4721
22543
12954
1629
1034
27779
18191
15388
35841
8624
9120
18567
49179
12782
7688
14492
23602
1448
9449
923
5622
7469
8805
951
9081
377
17470
4673
5348
5658
8724
31479
2397
18478
24509
7775
6090
8547
2645
3039
9241
6195
8211
1536
6244
11470
14892
3057
15440
2568
5508
12782
13185
20632
23272
8411
16552
6909
3001
10039
3911
8508
21735
24017
20271
9380
6706
10644
2452
4389
4974
3872
5249
2400
6537
11390
3337
14150
10240
14123
4899
5629
7393
17288
12884
6249
4193
3522
15440
10337
9372
4014
9125
19771
62442
4016
6319
77
2796
4621
9590
4985
184
1466
1701
2752
16078
19239
16145
9135
11379
3744
9523
6582
4054
10924
2474
5214
2087
21364
7572
4416
10322
2855
10345
14629
9784
4761
14501
30218
11509
2501
1794
37445
8587
13483
4753
14396
11877
9723
3019
2823
1883
11882
2796
4188
8451
317
364
20194
4225
15907
12017
12592
1571
7191
6690
2251
13562
17068
12527
12527
4146
2913
13906
9168
12977
13295
4765
11079
846
15416
13443
17165
3119
4888
14056
6100
16529
3083
8193
11145
3627
13017
3169
4609
5082
9990
9951
1581
10334
17143
11180
1102
15729
4928
5425
2143
23314
3579
22570
23552
1543
3766
13359
6443
6214
9201
9861
4972
2951
10651
2530
3523
7761
9921
6204
1426
14539
14257
18665
4151
13669
18487
7297
5818
6575
1862
6259
26713
5635
107
12376
17717
5608
48
4077
6995
3319
8627
20042
6500
8585
22960
6314
13881
12066
7912
4482
3630
1483
9565
7167
10188
9935
12740
11115
14127
324
2115
4657
8306
11308
16020
20780
8654
20693
9528
8073
6594
5804
16472
3419
21917
10612
6294
2616
4226
6547
10082
16021
3360
11737
3899
5805
25778
698
16472
7912
1840
3766
12792
5186
4484
17141
5305
30216
8174
3871
6784
2951
12134
14519
1735
18178
5345
15430
11473
94747
5749
7201
8860
5650
1687
37760
21350
4130
45
5082
4957
7018
473
14319
150
11029
14826
6845
16814
4444
5999
39507
8920
24637
10688
14289
11798
24005
3735
18572
7389
616
8409
7387
17045
13338
13956
1728
7074
11340
8480
5791
14900
8851
1532
5781
270
10342
8285
18999
18687
7009
13142
99
2839
3150
6090
624
3631
1071
1688
6885
11984
4794
225
3829
2852
15074
2875
2006
17909
35209
67519
29439
7413
5558
17537
3467
5441
49897
964
13893
11095
22985
7030
4348
5820
3877
5994
11567
5047
18200
36679
20518
1639
2480
16624
4477
14722
1488
201
10928
3740
7040
1576
1383
3168
2894
3300
8
3810
7412
1099
7220
6247
569
6460
4060
1213
3234
22087
15614
6110
1918
901
7903
7556
14470
11877
2204
11170
39904
9032
7858
5672
17465
11261
5476
12024
7057
17
4928
19462
13353
12229
1555
4524
4608
47346
2634
23474
2420
37089
10955
55
23424
8871
2850
5263
12819
141
18833
67627
3657
34
832
5012
4515
9695
50
2152
42135
25697
18240
15100
10775
2087
24284
7080
1036
8238
11830
17382
20612
8484
7817
17732
51496
92667
10617
32430
24604
21079
17979
3403
23853
7530
5827
1709
306
5785
65802
36587
15761
8287
14460
51159
30467
10723
2681
26446
81008
3796
17338
2922
14102
6673
2451
5932
1068
8270
1686
11483
15307
3809
128
27733
7092
11625
898
11593
3280
3037
1519
2699
68009
7767
16687
25053
19372
2453
9410
7320
20831
216
50779
4776
49292
18325
13370
15000
73659
7716
13330
10833
25721
16627
20196
30551
23465
8872
15789
15990
9940
1178
11730
8960
2023
11314
10227
3416
19671
7633
24308
34726
4289
778
2172
7299
8108
793
1902
8928
4528
6601
17761
3637
47723
2839
17044
897
14667
10402
9999
1223
2274
4897
9761
2686
36325
8566
3684
7483
3441
7842
7727
3497
2077
32953
3552
28289
2137
21
7731
6550
21907
26788
29341
4707
6035
6625
17663
8800
6828
4866
20351
4950
9805
7498
5562
14277
5573
27862
9607
10173
3436
3968
44871
32675
11258
106759
18842
6607
4426
3228
12463
12133
41292
12969
17125
14121
1070
13798
15982
24
26
3739
4561
14330
36230
12203
1614
31334
58375
35
2289
8734
15729
18368
1335
1038
10425
70847
689
8601
833
7189
1581
4092
820
2933
7328
16936
8903
17860
10209
14002
20783
3931
19421
12805
20501
15471
16304
7077
4591
731
4996
24974
7645
8045
2221
49271
35105
65225
12054
6542
5292
68268
47655
25999
18473
26603
12167
39154
16602
10858
20482
7498
1636
2634
942
9511
14431
15789
6676
41416
10952
10905
707
21143
3813
8370
2244
30397
3889
11374
6832
8220
20784
18376
17473
1588
7964
3386
15891
1501
16915
48480
26146
8140
20030
12048
9073
51194
34929
12414
9015
11989
7393
18826
71187
1422
32706
4355
8262
81216
5319
31007
10782
3151
19783
6526
22933
65523
13650
5505
1075
47279
31775
5565
6324
9949
67186
75935
399
21250
14378
30333
33931
42553
6528
45595
4234
4537
3093
27235
2524
21565
7022
79764
17251
28429
1419
64416
11663
6176
8726
10107
35463
4
2945
48388
44410
79567
4139
517
45462
13343
34903
11348
6175
13866
54514
63154
8940
6597
12616
14056
9529
36203
68023
13093
2361
26557
23634
4628
48751
19764
10289
63414
27926
25378
12328
15668
1550
6623
1729
18075
6143
1220
7321
15268
10045
19627
24643
4164
4230
11219
38886
3439
20332
3551
14776
10483
9923
23126
83569
6643
9574
35812
6601
9785
15467
2419
3695
28131
19999
16651
11891
15569
67460
6519
14728
6990
15107
15154
9282
34462
13566
9707
9410
187499
21468
11844
10607
3788
18514
74967
4607
2190
72106
2171
34493
9421
4066
3679
60602
8648
45860
8648
6398
6802
46055
33053
24573
666
19479
17825
16240
5756
18437
13650
25988
16625
19933
51856
14350
12028
23290
17950
115156
10982
17001
6899
8950
892
6246
16999
14151
25058
5597
41555
9922
2876
9899
44778
51165
7371
4673
56338
31992
6832
1075
23341
3102
6865
1468
1742
9039
4610
2887
7137
31276
7518
24030
9658
18393
6073
31898
49639
27055
33224
103747
21758
50209
27804
16744
41367
19919
19574
9597
8380
14156
29027
36046
607
11489
18358
2208
35902
27731
18285
10951
3803
24264
3908
29566
61364
3839
4683
2271
27067
12745
3032
20846
4
5267
20733
11120
24073
6323
5729
5532
9007
9077
9295
1913
7220
16722
4435
1574
7586
9705
874
1012
789
15737
9644
10955
12059
17574
6306
7360
14920
13874
45833
8986
1838
30123
12276
2743
26304
485
2112
49426
9556
6076
5981
6803
12572
35547
14568
49
3375
26050
1476
6284
36974
13798
39814
590
8357
23923
19617
14504
94975
10744
209
21527
905
15055
234860
1364
9998
4533
10127
23532
355
12983
8249
18154
15964
17371
4615
9249
9921
33
24205
10519
49046
8336
657
34084
17282
6439
13003
7373
3150
8682
2923
23304
2742
33987
606
10376
5326
34328
861
1
1452
7365
2012
9814
3554
7736
112961
9364
3
7501
8500
3477
8382
5469
2991
6168
3226
14224
14049
13922
31603
10074
2291
3959
10439
4227
210
2396
5560
2399
11767
2062
7816
14653
8037
20861
7023
244
24320
1972
4202
8338
5393
4129
8595
17819
28876
32351
11639
26266
28233
8595
7497
92577
40107
5074
6543
12150
18609
3434
17390
16086
4684
3046
25747
32435
12426
22611
19449
13266
9700
4449
5714
78344
2188
6060
17197
6586
30824
9537
26725
32402
3094
4247
2971
3297
2226
1458
4670
29140
34777
8873
32083
8833
2371
21388
10801
45625
5651
19270
6037
2270
14306
13629
21099
9390
11813
11635
2527
11993
6534
429
34675
633
16217
6555
4878
10680
2375
5383
6387
12148
7020
11738
17131
11226
16870
10059
11295
9596
4702
30886
11490
36099
19572
22603
27276
47987
7912
5184
45282
7149
8384
24672
5603
23366
14074
15320
9487
12300
11709
74
6514
12644
6663
24057
7259
30086
28009
24120
11491
16153
48534
28693
16480
35944
23507
4306
42808
10469
6832
2767
13985
789
391
1623
18400
4488
10886
5163
7204
42139
58453
3620
2239
2780
7955
5033
7881
21497
11374
9710
38647
9478
2138
12288
12455
3970
8304
1143
30027
8985
14482
2087
14552
19657
29820
15806
7288
14454
5838
2202
10676
12144
14516
92165
58586
22181
20926
2083
4480
48055
11680
5600
10189
4893
14852
1478
29163
20210
2851
71693
10294
17046
10078
18269
21779
3558
15985
13510
17343
35019
10935
35998
21039
6409
8747
9385
80761
17534
69425
5528
43414
20199
10909
30877
5212
3271
26769
9693
18417
18695
4015
5590
32987
7389
8031
7359
4275
24438
2303
13534
26266
4113
6437
22857
8840
4429
4582
1004
5015
4349
5648
92088
11
25125
15159
32874
1883
1592
30779
52330
47103
4907
6760
13221
40220
26975
41711
24228
9516
4816
14260
10471
11406
5956
3299
1288
70334
23407
16824
27386
2785
7103
33193
15323
44538
3311
16378
16980
21423
88
30397
22803
1593
8028
21847
9226
18974
14034
1505
5485
25317
10266
16952
1735
3724
32067
16553
3674
4011
13559
13945
18119
27683
13776
18026
27330
13650
4110
2629
34155
31569
2803
9710
12777
34155
3831
16973
22366
2158
9028
5356
1002532
7065
6629
8450
5373
9323
4720
15641
3220
701
6431
29351
6111
6660
3299
17147
42783
3027
4111
16745
58170
16924
17966
18565
6391
29638
25109
1830
57818
12562
31523
5938
22310
15168
15155
4068
107
27096
272
14402
25641
26167
6465
3599
17467
24060
23815
991
31372
3613
5551
11185
23313
8089
58239
11909
12043
7742
7855
13168
10683
12290
12223
2726
8929
1892
20307
5615
51178
13510
9208
7302
2506
4569
36067
13716
11069
1617
9790
2822
10759
7638
9906
20039
4204
7902
13386
1170
12345
6589
15460
36141
69209
41490
1244
55104
38331
12967
41670
6450
8738
2338
23765
20120
193
20568
31372
89634
9075
2933
6575
7025
21003
3653
9951
7913
4036
9487
33701
20041
17268
4470
10654
25132
39535
7428
21691
6750
2500
12233
1779
6036
1079
10018
3501
1265
49741
18401
27945
1790
5718
40453
3045
12894
17122
16138
13501
2089
52419
23820
6754
13122
14756
1613
23200
4219
7456
9880
6933
21519
12456
6455
6215
29360
11538
5763
44719
15987
6816
5675
12085
22522
38434
16229
2622
16143
10651
38646
6843
7008
24673
14705
20479
10781
9417
7165
4637
18674
1008
18985
35858
5100
24868
4870
19284
12920
28075
9943
11655
10112
29111
1201
22566
19907
16077
8231
6435
22250
21520
13314
6836
2051
508
5857
22845
16766
8504
29027
59801
7581
6345
10375
6904
4517
5247
6308
12696
17411
11873
1438
11813
28037
9982
12266
11388
21122
17543
26763
1405
8727
8167
6758
6608
41617
27348
20494
4183
3089
33623
318
8787
6193
3753
7397
43996
4399
5076
8505
21088
41225
44988
1970
31786
617
15225
10318
6453
1394
5283
14676
6509
5482
8064
6137
5057
24029
9751
8652
48731
93893
11020
7288
10233
5554
25262
10080
17198
10926
33096
2603
7646
2030
8979
14050
31146
1859
2727
1547
9628
1556
2514
7930
9675
24069
27104
8060
44326
81204
4419
6920
10545
90793
6241
1410
7320
3778
3118
10745
7481
8353
35061
12214
4006
5037
3889
717
6384
5607
7933
30481
26639
11369
17925
5170
25208
23426
41436
5117
9661
6387
938
6336
42975
15707
46316
19879
35987
12987
5587
12655
4208
34379
6022
18669
9546
6720
18395
2512
8632
11864
10074
3847
16296
2669
15684
1206
1296
22099
785
23401
406
8713
7372
4825
3329
13138
3646
7566
25578
23036
8425
16428
10588
5379
3090
6286
8827
19576
3361
16373
14539
6822
10337
11731
31841
5158
19419
10762
27702
6685
841
67499
12518
5412
12326
3376
19704
5831
8794
882
4598
24768
1261
8147
6467
2141
44893
14730
19828
2575
11056
33762
5517
25848
36828
5383
11220
9740
16295
9378
20951
7288
12836
3804
6033
26660
4169
4937
12156
36033
7980
12984
28476
4739
75012
11664
16866
19179
14190
1106
14800
23232
5320
25190
23197
2100
1062
10329
15474
3089
46415
19074
9033
5013
5251
19198
2053
35423
901
6122
3230
5582
8730
17045
24212
6707
3876
14129
10532
19835
4774
3241
27206
5265
8230
11943
3680
11566
9235
12026
9716
15717
44048
9988
1049
15522
697
8813
7713
9680
12210
12843
37339
1009
4347
12157
5271
23097
14774
8472
370
12053
5858
39108
5052
9478
16143
17412
3411
6844
43942
11116
24159
23183
1975
3956
2299
17941
29981
38088
13322
13094
8725
12938
28046
104586
9398
44328
5293
35567
30419
22792
14467
9505
4771
6772
2286
33860
16032
3684
27123
7619
13376
11620
6115
1474
7973
9791
3594
33182
18730
6108
2094
5206
20705
26919
2049
10807
17282
4285
862
13232
4108
1887
18697
6441
4726
2204
7343
989
19400
9507
21739
3989
2062
3860
2412
9878
19840
17069
9415
3295
21594
24753
19560
1735
55822
4339
17092
4883
36538
360
2898
1653
15702
8549
1653
22722
19045
44634
8063
14933
14494
6930
6978
32236
19179
4076
13749
12286
31756
14844
22328
9046
9267
52843
13986
3286
5906
7535
7118
10207
17425
22671
2792
15557
16570
11613
5344
51763
6360
6545
13892
1817
18767
9101
3574
8673
6964
12747
55574
960
734
39057
24026
12652
13282
5678
23528
44674
6270
14793
7161
8763
2752
22313
2927
16227
4442
17082
6270
11451
10659
13496
27502
8910
23804
7040
31223
16267
7207
44274
17737
6757
11491
896
24271
17013
3802
7044
4117
13900
2709
12065
16156
347
4534
12521
6718
6805
52134
50122
32257
3170
8007
11599
15256
30004
3590
7091
10723
30513
3289
34197
23858
19691
73
3467
45602
18806
19239
3636
8973
23186
26289
17642
5633
2399
10660
14822
17238
11900
6255
16741
11500
13946
19841
8088
13554
17350
37652
9116
14109
24313
17486
5164
10026
8630
27678
5707
15122
3818
16094
5678
4604
3089
1338
18530
41821
6953
7517
13462
1625
7900
10470
4966
11892
10789
2153
9035
12162
2077
2231
18738
25368
4533
4685
22016
281
5473
9439
2483
15336
15775
15264
22745
323
6497
859
3359
7163
31452
20165
16207
12148
16424
8584
28826
19712
10124
1857
11579
1899
8484
3436
25516
8489
1652
6875
6668
9519
15818
11492
11659
13999
8711
1582
8762
26081
5782
25013
5672
1371
4109
8776
10691
3003
3608
30223
13323
39573
16888
22607
3032
7166
22886
1684
24079
6314
72921
4558
16675
5537
8519
1669
401
2684
5167
320
3891
1948
6148
5457
735
2920
21217
6637
3853
8876
13992
18320
4293
21664
28614
7986
10226
15890
10518
27702
23730
37302
40018
1045
8409
13359
43857
1699
12760
25689
18183
27455
18721
13694
15233
9817
15859
9245
6632
4571
8074
48675
9518
8899
7600
10056
12332
1502
24237
7924
70986
42959
4250
2684
4593
10591
34757
8010
19925
40983
9677
16259
9127
26682
4638
5447
16822
3812
15134
51625
14040
20851
3264
27695
9968
15920
8969
5291
10709
166
26222
2422
11683
44230
15142
16179
9908
13334
6074
2783
6607
23042
4836
4836
4656
26504
4615
5759
666
5989
27524
8160
5677
12581
13802
33925
11253
22213
3719
4759
32431
68189
3687
672
4451
1637
8606
1799
41405
1703
6039
5370
4822
23084
1235
17592
47
12929
3662
22772
8097
5463
4631
6361
14623
5218
42994
6281
2445
5954
2169
58889
120
17299
4965
28119
41893
13029
15341
6086
10408
36461
16224
5500
9543
5666
5072
8147
5539
6918
20200
12090
28494
15560
10271
10256
37834
36477
11120
5165
72713
2644
24280
14592
9660
9969
78077
14981
1531
21105
1611
4515
5396
26331
1074
11143
9198
18072
1582
11832
1944
1661
13167
3058
2949
19872
8112
8417
10678
11625
13220
1465
28296
1689
3568
23464
28053
4305
10585
7854
22434
2291
744
5169
21654
3274
109092
7970
4756
29595
28201
19904
4811
42971
9997
4587
2058
51377
9566
5174
12881
21533
5052
3673
2611
7141
4418
3312
24074
38521
17139
12841
4570
12977
3452
3464
4980
1087
1852
3918
12685
16653
2828
16890
4669
5217
6002
8660
25156
28601
82070
35942
6412
644
11285
26485
16438
20535
3155
5059
13255
17681
2368
3111
11584
25036
7173
9150
1532
16368
1580
7309
18762
5397
17638
73
5959
19564
9023
22702
8717
12471
3764
1306
3694
34569
5679
14844
11470
1748
3544
22680
3212
5530
26045
5358
35522
5160
20149
7740
9064
1742
26301
2198
4294
26294
26271
5700
13661
15804
27384
10660
8379
1986
13199
5138
25425
8038
12651
7599
701
8965
58181
32381
2212
6489
1178
8694
4382
16597
2356
1160
17974
1633
19545
23990
5210
14812
11790
37528
1139
1914
1026
6707
17192
12138
8964
3429
5241
20787
7140
28578
10622
7163
1621
21045
15681
5111
6813
4092
20356
2270
1439
137376
4603
1211
4715
29863
12176
9263
10287
6495
1135
4171
1402
92889
4575
887
12824
3863
7912
26051
8896
7850
26756
1133
4503
1116
1130
1398
10007
2328
3941
1297
7187
12738
7698
735
3025
1517
15856
3574
4177
4308
9632
31035
6609
30642
3621
1795
2055
11533
62889
12102
1074
11485
8125
7712
9849
2705
8040
10921
1304
5016
14766
2409
15509
28571
6009
13786
1096
1697
2674
24533
31168
23923
99951
43137
10157
7538
7833
1621
8444
4665
687
20063
989
18625
9103
10096
31001
26187
8441
2227
1015
2957
19480
7605
11057
15146
217
27578
10564
6015
672
8976
1030
1406
13392
2347
4149
18006
4554
30121
1626
1025
4389
8242
497
4862
22695
4244
7398
3470
23135
90
1024
3324
8185
10420
477
6170
6306
6170
8158
251
8782
7759
9152
8145
55910
17251
6752
2637
5449
62725
943
10627
9393
11455
30103
10623
5738
1442
3616
18503
4441
24922
727
11681
11505
37224
33996
60625
11815
32079
10379
18094
14867
17425
10093
18347
1080
6183
12424
7228
6118
997
5816
7739
7332
14779
4241
22339
23204
2187
6519
7401
1800
15339
2301
1417
1900
8245
2057
5502
29433
2965
4387
4245
9579
16432
10888
1900
18150
4156
20504
20269
23882
394
24783
11640
5865
5865
3399
44226
30848
4210
8199
1324
3144
41371
35817
2770
33791
25508
21674
24301
16029
7784
20078
6298
17792
3866
13964
26785
8986
24675
2867
18970
7241
16063
10006
1607
21097
69178
10319
10492
902
7614
5032
9729
13805
9466
2657
5561
2161
10760
8558
3928
25946
12490
18839
17152
2229
46908
14556
5643
15267
25519
6043
1049
3192
4502
386
7348
2362
39462
2440
20807
4957
9309
1754
5962
19225
31549
10607
74057
18088
15187
68325
7578
23564
5613
4492
12495
11172
16112
6921
6263
11329
622
2013
11305
2779
2443
5291
4791
20557
4743
9298
4333
7263
5163
1240
1489
1329
1740
9588
11943
9737
7510
12691
1695
25742
20911
5632
15924
20868
1936
10503
21887
5696
78515
13650
5162
12208
19844
3160
4234
4606
5033
1890
965
7151
581
2625
1244
20128
4136
8691
2428
17083
33124
11540
13029
11665
14537
11042
25950
36013
2311
21681
971
10339
5047
10931
6347
851
261
31871
11986
13461
13116
44623
26464
9653
7255
9434
16591
378
3087
917
4815
5895
10524
1760
27271
5234
1238
7787
23281
13725
32372
28051
4941
18194
14053
19235
1781
2366
4159
8413
6028
7343
6758
6656
8088
13220
53472
13824
9781
12994
46907
23448
4449
11752
897
15967
4796
9056
8480
18411
5311
10970
16630
8925
15632
3843
12396
18149
2785
6671
441
35620
9481
39663
11893
15753
30901
3772
11182
5938
2991
4382
11070
6513
17049
12360
3530
21888
11868
1940
5520
14799
2243
10755
15393
5795
8840
12250
13686
5774
15260
27614
6150
1044
1962
9386
5614
15654
13255
8334
12664
8954
12338
12424
7874
5313
14373
15604
2655
2613
12963
5749
23620
3006
3094
30937
7259
12740
64770
2675
14697
16054
20070
1539
3250
35644
5141
2031
16074
2512
33317
6216
2075
115857
12324
15132
5419
27781
11841
10134
25656
1777
11407
19699
30625
7382
17888
27140
17094
3464
19
66555
12597
7980
11683
23862
3633
5557
14633
10338
3600
1539
11467
254
8582
8562
7026
16615
17875
29555
7667
7312
18498
15237
7713
21412
2463
3008
5659
11154
19205
5333
11281
13118
8526
12067
10676
15819
10601
2100
4372
7587
3977
2203
3435
9775
21831
12141
3185
8806
3690
10396
23756
6978
10556
2076
3849
19959
508
2280
21656
27093
3005
17782
22570
2167
12404
10044
20724
3410
11838
9030
12693
10500
11863
2254
11939
10247
9649
9315
7201
16615
26373
9184
435
13168
3755
3151
8063
10466
20407
38450
36824
2191
8136
1626
8748
1623
1207
14332
1746
4373
31991
20978
7874
4391
3704
2480
1926
5929
14717
1691
39224
961
5639
17091
2116
21289
3700
4118
12828
9533
16994
7718
4959
8355
8234
3864
2682
10531
18385
5728
13046
14712
11937
2948
7760
60
13469
8068
13845
2825
8860
4651
4549
5836
7712
249
9807
15605
3587
14782
12513
11346
31229
4581
4506
25652
1729
7112
28241
6685
18844
4247
29589
4776
570
6177
6278
13071
17242
19696
13836
4603
6050
15315
6994
20272
7104
19336
8401
22215
88033
2619
31212
5303
409
12367
3077
10973
915
5371
3657
4501
751
38943
15350
3737
5111
15437
7151
3534
4413
9
3344
1661
8894
8356
22569
3310
4905
17507
12653
6164
17677
17538
1020
27959
31653
16125
6758
856
5998
2980
2401
47033
14223
8661
9841
11320
34844
19238
16556
27941
23303
5249
636
6340
2617
26806
3253
4358
4537
8347
3319
10144
25501
8759
31814
8257
2301
4772
28699
4393
38437
9560
13925
17092
16426
4820
4584
3486
30073
16355
5963
2608
13033
5913
13906
4274
41150
5131
7494
15922
21271
7672
7500
32247
450
14814
10260
1580
5377
491
11193
14045
491
13069
11658
10755
392
3983
7352
29731
324
11723
18297
5826
1745
3904
8965
16508
8335
29056
7598
4916
7745
12102
4182
27605
1827
3025
16905
3111
13054
4753
16076
8629
6398
25518
28350
54099
6561
33243
6626
5106
24272
7011
16044
18460
7351
68230
8929
1594
18649
11462
10956
13325
10706
12231
649
29881
6145
3348
880
3645
15704
16139
13536
5668
66189
1906
19338
12438
142
7998
22891
3996
10201
27062
12991
2592
2421
493
23303
8621
16222
4939
7764
2042
4910
8019
1595
2527
4134
10315
4294
3596
6108
288
8961
11258
5149
2156
20470
11418
1036
2415
3635
9303
8931
11925
7003
3070
19442
3677
3477
14635
4730
12858
9032
5067
922
6823
558
4357
14323
4967
7777
1510
18291
2310
4011
4059
2835
1613
14634
5703
507
10787
2374
14746
873
1008
6425
4227
1897
1523
12552
18044
3362
281
1071
4722
3258
22747
8750
316
36457
5275
2563
1455
424
5797
19822
33285
6363
17524
7860
7644
4549
15239
1829
2508
11447
11025
4248
5287
5727
2250
3947
23393
5814
6898
1361
8286
3823
3256
14362
3552
37006
2177
3767
7429
18594
2127
15318
10388
4550
3611
24065
8160
7416
1373
4412
2709
5428
10764
6596
1140
11779
3125
9568
7162
706
15712
46231
13440
2382
4532
23251
2879
3596
932
15004
2470
5419
10187
14727
6007
1121
7207
4575
12928
6752
7498
7594
1980
28382
2735
8551
4635
491
11450
38368
5480
2238
1001
6802
4400
6950
64251
26774
3748
11523
2760
2243
14889
4190
32399
37066
5994
1135
16678
22160
2561
16946
38002
2543
432
1464
24638
62593
27038
10306
19789
21646
30818
59180
831
3899
1933
8810
5793
2676
12666
6245
30372
20752
22786
1942
1348
18692
6031
18401
7510
13068
2403
10648
8660
1482
5163
1337
4111
28260
2748
3340
13274
19158
7427
15292
1114
490
3655
2118
35242
33276
131
2021
38065
13724
9905
21948
9101
136
4165
3204
24559
2735
3334
10115
6620
2088
13281
9782
12785
1701
8315
17407
684
14039
3153
27372
3608
6698
10942
8086
1576
11495
16613
7641
3751
35020
5823
2984
25173
14529
6069
2925
12266
18894
16601
6299
8489
350
8913
19041
2515
4990
5622
13114
5300
7565
17485
1631
1499
13205
5953
6650
3271
3362
5290
48078
6168
21534
16541
3383
16389
1591
1363
2818
16256
4719
7023
4382
1118
11510
1443
12226
8751
3154
34972
1536
254
6426
62775
4050
9029
7426
6257
613
28755
26938
1820
7733
3104
7108
2297
13993
1028
2148
811
1628
1919
776
3532
18633
9681
1798
5378
2675
10143
16657
8086
25908
2316
45500
2520
10083
3420
1796
21368
68694
13861
35243
15829
2221
5563
21399
2725
15439
13419
1966
5968
11846
2864
2827
9774
1919
1640
5554
3487
719
29005
30842
34845
3799
14760
1691
1757
5701
5713
589
1334
6426
5119
3426
6653
39849
12208
22086
28353
12682
16673
2610
2982
3103
5117
21943
2135
15049
10248
2090
8548
29659
3618
22896
34877
18811
28238
736
20004
21079
61992
1162
6253
4221
12712
3811
39082
9422
35302
57887
20350
14197
7988
35282
19913
8645
2831
827
18309
11483
22947
8032
6047
16577
21103
57867
5366
1291
20332
1300
4000
